"","date","source","authors","url","Citado","frequência","datee"
"36","2022-07-20","Discurso","Ciro Gomes (PDT)","https://youtu.be/ZNRDtItE33s","Bolsonaro",20,2022-07-20
"37","2022-07-20","Discurso","Ciro Gomes (PDT)","https://youtu.be/ZNRDtItE33s","Lula",8,2022-07-20
"38","2022-07-20","Discurso","Ciro Gomes (PDT)","https://youtu.be/ZNRDtItE33s","Ciro",1,2022-07-20
"39","2022-07-20","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/k5YDZwaU15g","Bolsonaro",1,2022-07-20
"40","2022-07-20","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/k5YDZwaU15g","Lula",7,2022-07-20
"41","2022-07-20","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/P3F4DJFTs9c","Bolsonaro",1,2022-07-20
"42","2022-07-20","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/P3F4DJFTs9c","Lula",4,2022-07-20
"43","2022-07-21","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/dMu92JgQg5o","Lula",11,2022-07-21
"44","2022-07-21","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/fq6X4Cqfy0A","Bolsonaro",4,2022-07-21
"45","2022-07-21","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/fq6X4Cqfy0A","Lula",7,2022-07-21
"46","2022-07-21","Entrevista","Ciro Gomes (PDT)","https://youtu.be/szEpGdgwrog","Bolsonaro",17,2022-07-21
"47","2022-07-21","Entrevista","Ciro Gomes (PDT)","https://youtu.be/szEpGdgwrog","Lula",12,2022-07-21
"48","2022-07-21","Entrevista","Ciro Gomes (PDT)","https://youtu.be/szEpGdgwrog","Ciro",23,2022-07-21
"49","2022-07-21","Entrevista","Ciro Gomes (PDT)","https://youtu.be/szEpGdgwrog","Simone",3,2022-07-21
"50","2022-07-21","Live","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=c_nPQe228Rk&ab_channel=JairBolsonaro","Bolsonaro",1,2022-07-21
"51","2022-07-21","Live","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=c_nPQe228Rk&ab_channel=JairBolsonaro","Lula",8,2022-07-21
"52","2022-07-22","Entrevista","Simone Tebet (MDB)","https://youtu.be/ptpYjwohxBg","Bolsonaro",2,2022-07-22
"53","2022-07-22","Entrevista","Simone Tebet (MDB)","https://youtu.be/ptpYjwohxBg","Lula",3,2022-07-22
"54","2022-07-22","Entrevista","Simone Tebet (MDB)","https://youtu.be/ptpYjwohxBg","Ciro",1,2022-07-22
"55","2022-07-22","Entrevista","Simone Tebet (MDB)","https://youtu.be/ptpYjwohxBg","Simone",18,2022-07-22
"56","2022-07-24","Discurso","Jair Bolsonaro (PL)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/discurso-de-bolsonaro-na-convencao-de-lancamento-da-candidatura_25072022160431.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=UpiNaPcbP2YuH6IhkFXk5UuUn2k%3D&Expires=1662083153","Lula",3,2022-07-24
"57","2022-07-24","Discurso","Jair Bolsonaro (PL)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/discurso-de-bolsonaro-na-convencao-de-lancamento-da-candidatura_25072022160431.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=UpiNaPcbP2YuH6IhkFXk5UuUn2k%3D&Expires=1662083153","Ciro",2,2022-07-24
"58","2022-07-25","Discurso","Jair Bolsonaro (PL)","https://www.facebook.com/jairmessias.bolsonaro/videos/466713131902517/","Ciro",2,2022-07-25
"59","2022-07-26","Entrevista","Ciro Gomes (PDT)","https://youtu.be/WadMgTRIb9A","Bolsonaro",32,2022-07-26
"60","2022-07-26","Entrevista","Ciro Gomes (PDT)","https://youtu.be/WadMgTRIb9A","Lula",40,2022-07-26
"61","2022-07-26","Entrevista","Ciro Gomes (PDT)","https://youtu.be/WadMgTRIb9A","Ciro",14,2022-07-26
"62","2022-07-26","Entrevista","Simone Tebet (MDB)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-da-simone-tebet-para-a-globonews_26072022015551.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=arDOisnAvIgYNo0BQMJzon0h5c8%3D&Expires=1662083153","Bolsonaro",24,2022-07-26
"63","2022-07-26","Entrevista","Simone Tebet (MDB)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-da-simone-tebet-para-a-globonews_26072022015551.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=arDOisnAvIgYNo0BQMJzon0h5c8%3D&Expires=1662083153","Lula",18,2022-07-26
"64","2022-07-26","Entrevista","Simone Tebet (MDB)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-da-simone-tebet-para-a-globonews_26072022015551.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=arDOisnAvIgYNo0BQMJzon0h5c8%3D&Expires=1662083153","Ciro",3,2022-07-26
"65","2022-07-26","Entrevista","Simone Tebet (MDB)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-da-simone-tebet-para-a-globonews_26072022015551.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=arDOisnAvIgYNo0BQMJzon0h5c8%3D&Expires=1662083153","Simone",17,2022-07-26
"66","2022-07-26","Entrevista","Simone Tebet (MDB)","https://youtu.be/yPGQSpxaFTc","Bolsonaro",21,2022-07-26
"67","2022-07-26","Entrevista","Simone Tebet (MDB)","https://youtu.be/yPGQSpxaFTc","Lula",4,2022-07-26
"68","2022-07-26","Entrevista","Simone Tebet (MDB)","https://youtu.be/yPGQSpxaFTc","Simone",13,2022-07-26
"69","2022-07-27","Discurso","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=cWaskSyUkc8&ab_channel=Not%C3%ADciasdoBrasil","Bolsonaro",1,2022-07-27
"70","2022-07-27","Discurso","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=cWaskSyUkc8&ab_channel=Not%C3%ADciasdoBrasil","Ciro",2,2022-07-27
"71","2022-07-27","Entrevista","Ciro Gomes (PDT)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-de-ciro-gomes-para-a-globonews_28072022015907.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=GY%2BV%2B%2FXRcvYNBz42QVNoTd840%2Bc%3D&Expires=1662083152","Bolsonaro",108,2022-07-27
"72","2022-07-27","Entrevista","Ciro Gomes (PDT)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-de-ciro-gomes-para-a-globonews_28072022015907.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=GY%2BV%2B%2FXRcvYNBz42QVNoTd840%2Bc%3D&Expires=1662083152","Lula",104,2022-07-27
"73","2022-07-27","Entrevista","Ciro Gomes (PDT)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-de-ciro-gomes-para-a-globonews_28072022015907.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=GY%2BV%2B%2FXRcvYNBz42QVNoTd840%2Bc%3D&Expires=1662083152","Ciro",10,2022-07-27
"74","2022-07-27","Entrevista","Ciro Gomes (PDT)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-de-ciro-gomes-para-a-globonews_28072022015907.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=GY%2BV%2B%2FXRcvYNBz42QVNoTd840%2Bc%3D&Expires=1662083152","Simone",5,2022-07-27
"75","2022-07-27","Entrevista","Luiz Inácio Lula da Silva (PT)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-de-lula-ao-uol_27072022201623.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=fA5T2H%2BawiiXLQWhYpn%2B5KsCA74%3D&Expires=1662083152","Bolsonaro",28,2022-07-27
"76","2022-07-27","Entrevista","Luiz Inácio Lula da Silva (PT)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-de-lula-ao-uol_27072022201623.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=fA5T2H%2BawiiXLQWhYpn%2B5KsCA74%3D&Expires=1662083152","Lula",18,2022-07-27
"77","2022-07-27","Entrevista","Luiz Inácio Lula da Silva (PT)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-de-lula-ao-uol_27072022201623.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=fA5T2H%2BawiiXLQWhYpn%2B5KsCA74%3D&Expires=1662083152","Ciro",2,2022-07-27
"78","2022-07-27","Entrevista","Luiz Inácio Lula da Silva (PT)","https://aosfatos-transcriber-audio.s3.amazonaws.com/audios/entrevista-de-lula-ao-uol_27072022201623.mp3?AWSAccessKeyId=AKIA4MRFVH3DKFM3ZUOR&Signature=fA5T2H%2BawiiXLQWhYpn%2B5KsCA74%3D&Expires=1662083152","Simone",2,2022-07-27
"79","2022-07-27","Entrevista","Simone Tebet (MDB)","https://www.youtube.com/watch?v=s7d-aV7EZJI","Bolsonaro",4,2022-07-27
"80","2022-07-27","Entrevista","Simone Tebet (MDB)","https://www.youtube.com/watch?v=s7d-aV7EZJI","Lula",3,2022-07-27
"81","2022-07-27","Entrevista","Simone Tebet (MDB)","https://www.youtube.com/watch?v=s7d-aV7EZJI","Simone",14,2022-07-27
"82","2022-07-28","Live","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=uGKoMoOf9Dw&ab_channel=JairBolsonaro","Bolsonaro",3,2022-07-28
"83","2022-07-28","Live","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=uGKoMoOf9Dw&ab_channel=JairBolsonaro","Lula",3,2022-07-28
"84","2022-07-29","Discurso","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=ll5xAPxC6Co","Bolsonaro",7,2022-07-29
"85","2022-07-29","Discurso","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=ll5xAPxC6Co","Lula",16,2022-07-29
"86","2022-07-29","Discurso","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=ll5xAPxC6Co","Ciro",1,2022-07-29
"87","2022-07-29","Discurso","Jair Bolsonaro (PL)","https://www.facebook.com/jairmessias.bolsonaro/videos/469996454466180","Bolsonaro",2,2022-07-29
"88","2022-07-29","Discurso","Luiz Inácio Lula da Silva (PT)","https://www.youtube.com/watch?v=i83G0VLiiOw","Bolsonaro",1,2022-07-29
"89","2022-07-29","Discurso","Luiz Inácio Lula da Silva (PT)","https://www.youtube.com/watch?v=i83G0VLiiOw","Lula",4,2022-07-29
"90","2022-07-30","Discurso","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=EnPKhba_kJo","Bolsonaro",3,2022-07-30
"91","2022-07-30","Discurso","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=EnPKhba_kJo","Lula",9,2022-07-30
"92","2022-07-30","Discurso","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=LIPOewe5MnY","Bolsonaro",9,2022-07-30
"93","2022-07-30","Discurso","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=LIPOewe5MnY","Lula",5,2022-07-30
"94","2022-07-30","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/NCleY5SOnHo","Bolsonaro",1,2022-07-30
"95","2022-07-30","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/NCleY5SOnHo","Lula",3,2022-07-30
"96","2022-08-01","Entrevista","Simone Tebet (MDB)","https://www.youtube.com/watch?v=_OBC3GzqPic","Ciro",3,2022-08-01
"97","2022-08-01","Entrevista","Simone Tebet (MDB)","https://www.youtube.com/watch?v=_OBC3GzqPic","Simone",10,2022-08-01
"98","2022-08-02","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/Kp9YgcMmI5E","Lula",1,2022-08-02
"99","2022-08-02","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=JURSUc_Tx1k&ab_channel=SBTNews","Bolsonaro",1,2022-08-02
"100","2022-08-02","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=JURSUc_Tx1k&ab_channel=SBTNews","Lula",2,2022-08-02
"101","2022-08-02","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=JURSUc_Tx1k&ab_channel=SBTNews","Simone",2,2022-08-02
"102","2022-08-02","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=m8SUrnD8Y0g&ab_channel=JairBolsonaro","Bolsonaro",5,2022-08-02
"103","2022-08-02","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=m8SUrnD8Y0g&ab_channel=JairBolsonaro","Lula",4,2022-08-02
"104","2022-08-02","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=m8SUrnD8Y0g&ab_channel=JairBolsonaro","Ciro",1,2022-08-02
"105","2022-08-02","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=m8SUrnD8Y0g&ab_channel=JairBolsonaro","Simone",2,2022-08-02
"106","2022-08-03","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/jOlv771zvtw","Bolsonaro",3,2022-08-03
"107","2022-08-03","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/jOlv771zvtw","Lula",7,2022-08-03
"108","2022-08-04","Discurso","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=WhIENlbFHoM","Bolsonaro",4,2022-08-04
"109","2022-08-04","Discurso","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=WhIENlbFHoM","Lula",4,2022-08-04
"110","2022-08-04","Live","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=GbCfXCwswaQ&ab_channel=JairBolsonaro","Bolsonaro",3,2022-08-04
"111","2022-08-04","Live","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=GbCfXCwswaQ&ab_channel=JairBolsonaro","Lula",8,2022-08-04
"112","2022-08-05","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/6Ylt_q0hemo","Lula",2,2022-08-05
"113","2022-08-08","Discurso","Jair Bolsonaro (PL)","https://www.facebook.com/jairmessias.bolsonaro/videos/3247182605550742/","Bolsonaro",2,2022-08-08
"114","2022-08-08","Discurso","Jair Bolsonaro (PL)","https://www.facebook.com/jairmessias.bolsonaro/videos/3247182605550742/","Lula",7,2022-08-08
"115","2022-08-08","Discurso","Simone Tebet (MDB)","https://www.youtube.com/watch?v=hqreRWEaRFI&t=615s&ab_channel=RodaViva","Bolsonaro",20,2022-08-08
"116","2022-08-08","Discurso","Simone Tebet (MDB)","https://www.youtube.com/watch?v=hqreRWEaRFI&t=615s&ab_channel=RodaViva","Lula",19,2022-08-08
"117","2022-08-08","Discurso","Simone Tebet (MDB)","https://www.youtube.com/watch?v=hqreRWEaRFI&t=615s&ab_channel=RodaViva","Ciro",6,2022-08-08
"118","2022-08-08","Discurso","Simone Tebet (MDB)","https://www.youtube.com/watch?v=hqreRWEaRFI&t=615s&ab_channel=RodaViva","Simone",25,2022-08-08
"119","2022-08-08","Entrevista","Ciro Gomes (PDT)","https://youtu.be/OvH_CgRL6MQ","Bolsonaro",4,2022-08-08
"120","2022-08-08","Entrevista","Ciro Gomes (PDT)","https://youtu.be/OvH_CgRL6MQ","Lula",5,2022-08-08
"121","2022-08-08","Entrevista","Ciro Gomes (PDT)","https://youtu.be/OvH_CgRL6MQ","Ciro",18,2022-08-08
"122","2022-08-08","Entrevista","Ciro Gomes (PDT)","https://youtu.be/OvH_CgRL6MQ","Simone",2,2022-08-08
"123","2022-08-08","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=EToS1HBw64Q&ab_channel=FlowPodcast","Bolsonaro",23,2022-08-08
"124","2022-08-08","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=EToS1HBw64Q&ab_channel=FlowPodcast","Lula",48,2022-08-08
"125","2022-08-08","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=EToS1HBw64Q&ab_channel=FlowPodcast","Ciro",6,2022-08-08
"126","2022-08-08","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=EToS1HBw64Q&ab_channel=FlowPodcast","Simone",1,2022-08-08
"127","2022-08-09","Entrevista","Luiz Inácio Lula da Silva (PT)","https://www.youtube.com/watch?v=5UcKCPZecv0","Bolsonaro",4,2022-08-09
"128","2022-08-09","Entrevista","Luiz Inácio Lula da Silva (PT)","https://www.youtube.com/watch?v=5UcKCPZecv0","Lula",16,2022-08-09
"129","2022-08-10","Entrevista","Ciro Gomes (PDT)","https://youtu.be/hNinPONau1U","Bolsonaro",31,2022-08-10
"130","2022-08-10","Entrevista","Ciro Gomes (PDT)","https://youtu.be/hNinPONau1U","Lula",16,2022-08-10
"131","2022-08-10","Entrevista","Ciro Gomes (PDT)","https://youtu.be/hNinPONau1U","Ciro",15,2022-08-10
"132","2022-08-10","Entrevista","Simone Tebet (MDB)","https://youtu.be/RF_Pcaewvng","Bolsonaro",2,2022-08-10
"133","2022-08-10","Entrevista","Simone Tebet (MDB)","https://youtu.be/RF_Pcaewvng","Lula",1,2022-08-10
"134","2022-08-10","Entrevista","Simone Tebet (MDB)","https://youtu.be/RF_Pcaewvng","Ciro",1,2022-08-10
"135","2022-08-10","Entrevista","Simone Tebet (MDB)","https://youtu.be/RF_Pcaewvng","Simone",5,2022-08-10
"136","2022-08-12","Live","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=hFqmUszkTcM&t=1s&ab_channel=JairBolsonaro","Ciro",1,2022-08-12
"137","2022-08-13","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=S-jPwqYNTH8","Bolsonaro",19,2022-08-13
"138","2022-08-13","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=S-jPwqYNTH8","Lula",17,2022-08-13
"139","2022-08-13","Entrevista","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=S-jPwqYNTH8","Ciro",12,2022-08-13
"140","2022-08-13","Live","Luiz Inácio Lula da Silva (PT)","https://youtu.be/R4dwqSCisnc","Bolsonaro",11,2022-08-13
"141","2022-08-13","Live","Luiz Inácio Lula da Silva (PT)","https://youtu.be/R4dwqSCisnc","Lula",15,2022-08-13
"142","2022-08-16","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/lq-azjIQXLc","Bolsonaro",1,2022-08-16
"143","2022-08-16","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/lq-azjIQXLc","Lula",8,2022-08-16
"144","2022-08-16","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/O9Ru6BEzwuQ","Bolsonaro",4,2022-08-16
"145","2022-08-16","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/O9Ru6BEzwuQ","Lula",3,2022-08-16
"146","2022-08-16","Entrevista","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=V-8cDUXthpU&ab_channel=RodaViva","Bolsonaro",61,2022-08-16
"147","2022-08-16","Entrevista","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=V-8cDUXthpU&ab_channel=RodaViva","Lula",62,2022-08-16
"148","2022-08-16","Entrevista","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=V-8cDUXthpU&ab_channel=RodaViva","Ciro",22,2022-08-16
"149","2022-08-16","Entrevista","Ciro Gomes (PDT)","https://www.youtube.com/watch?v=V-8cDUXthpU&ab_channel=RodaViva","Simone",10,2022-08-16
"150","2022-08-17","Discurso","Jair Bolsonaro (PL)","https://www.youtube.com/watch?v=1PFIVaOyZys&ab_channel=Poder360","Bolsonaro",21,2022-08-17
"151","2022-08-17","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/TCJjwejt3Io","Bolsonaro",1,2022-08-17
"152","2022-08-17","Entrevista","Ciro Gomes (PDT)","https://youtu.be/FQ06qOJHBpc","Bolsonaro",7,2022-08-17
"153","2022-08-17","Entrevista","Ciro Gomes (PDT)","https://youtu.be/FQ06qOJHBpc","Lula",4,2022-08-17
"154","2022-08-17","Entrevista","Ciro Gomes (PDT)","https://youtu.be/FQ06qOJHBpc","Ciro",4,2022-08-17
"155","2022-08-17","Entrevista","Ciro Gomes (PDT)","https://youtu.be/FQ06qOJHBpc","Simone",4,2022-08-17
"156","2022-08-17","Entrevista","Luiz Inácio Lula da Silva (PT)","https://youtu.be/SAQSYLo0vgo","Bolsonaro",12,2022-08-17
"157","2022-08-17","Entrevista","Luiz Inácio Lula da Silva (PT)","https://youtu.be/SAQSYLo0vgo","Lula",11,2022-08-17
"158","2022-08-17","Entrevista","Luiz Inácio Lula da Silva (PT)","https://youtu.be/SAQSYLo0vgo","Ciro",4,2022-08-17
"159","2022-08-17","Entrevista","Luiz Inácio Lula da Silva (PT)","https://youtu.be/SAQSYLo0vgo","Simone",5,2022-08-17
"160","2022-08-18","Discurso","Ciro Gomes (PDT)","https://youtu.be/YrGMUKxiQfw","Bolsonaro",16,2022-08-18
"161","2022-08-18","Discurso","Ciro Gomes (PDT)","https://youtu.be/YrGMUKxiQfw","Lula",20,2022-08-18
"162","2022-08-18","Discurso","Ciro Gomes (PDT)","https://youtu.be/YrGMUKxiQfw","Ciro",12,2022-08-18
"163","2022-08-18","Discurso","Luiz Inácio Lula da Silva (PT)","https://youtu.be/ED0L2Np9EQI","Lula",3,2022-08-18
"164","2022-08-18","Entrevista","Ciro Gomes (PDT)","https://youtu.be/iMKFoj1HAO0","Bolsonaro",94,2022-08-18
"165","2022-08-18","Entrevista","Ciro Gomes (PDT)","https://youtu.be/iMKFoj1HAO0","Lula",103,2022-08-18
"166","2022-08-18","Entrevista","Ciro Gomes (PDT)","https://youtu.be/iMKFoj1HAO0","Ciro",46,2022-08-18
"167","2022-08-18","Entrevista","Ciro Gomes (PDT)","https://youtu.be/iMKFoj1HAO0","Simone",1,2022-08-18
"168","2022-08-18","Entrevista","Simone Tebet (MDB)","https://youtu.be/bc0qmfnP2rs","Bolsonaro",1,2022-08-18
"169","2022-08-18","Entrevista","Simone Tebet (MDB)","https://youtu.be/bc0qmfnP2rs","Lula",2,2022-08-18
"170","2022-08-18","Entrevista","Simone Tebet (MDB)","https://youtu.be/bc0qmfnP2rs","Ciro",1,2022-08-18
"171","2022-08-18","Entrevista","Simone Tebet (MDB)","https://youtu.be/bc0qmfnP2rs","Simone",27,2022-08-18
